personId,firstName,lastName,PlayerName,birthdate,lastAttended,country,height,bodyWeight,guard,forward,center,draftYear,draftRound,draftNumber,
105,Dan,Majerle,Dan Majerle,9/9/1965,Central Michigan,USA,78,222,TRUE,TRUE,FALSE,1988,1,14,
107,Dale,Ellis,Dale Ellis,6/8/1960,Tennessee,USA,79,205,TRUE,FALSE,FALSE,1983,1,9,
109,Robert,Horry,Robert Horry,25/8/1970,Alabama,USA,82,240,FALSE,TRUE,TRUE,1992,1,11,
111,LaPhonso,Ellis,LaPhonso Ellis,5/5/1970,Notre Dame,USA,80,240,FALSE,TRUE,FALSE,1992,1,5,
112,Dontonio,Wingfield,Dontonio Wingfield,23/6/1974,Cincinnati,USA,80,256,FALSE,TRUE,FALSE,1994,2,37,
114,Harold,Miner,Harold Miner,5/5/1971,Southern California,USA,77,210,TRUE,FALSE,FALSE,1992,1,12,
116,David,Wood,David Wood,30/11/1964,Nevada-Reno,USA,81,230,FALSE,TRUE,FALSE,-1,-1,-1,
117,Jeff,Malone,Jeff Malone,28/6/1961,Mississippi State,USA,76,205,TRUE,FALSE,FALSE,1983,1,10,
120,Steven,Smith,Steven Smith,31/3/1969,Michigan State,USA,80,221,TRUE,TRUE,FALSE,1991,1,5,
121,Patrick,Ewing,Patrick Ewing,5/8/1962,Georgetown,Jamaica,84,121,FALSE,FALSE,TRUE,1985,1,1,
122,Fred,Roberts,Fred Roberts,14/8/1960,Brigham Young,USA,82,218,FALSE,TRUE,FALSE,1982,2,27,
123,Robert,Pack,Robert Pack,3/2/1969,Southern California,USA,74,190,TRUE,FALSE,FALSE,-1,-1,-1,
124,Vlade,Divac,Vlade Divac,3/2/1968,Partizan,Serbia,85,260,FALSE,FALSE,TRUE,1989,1,26,
128,David,Benoit,David Benoit,9/5/1968,Alabama,USA,80,220,FALSE,TRUE,FALSE,-1,-1,-1,
129,Dino,Radja,Dino Radja,24/4/1967,Virtus Roma,Croatia,83,225,FALSE,FALSE,TRUE,1989,2,40,
132,Dwayne,Morton,Dwayne Morton,10/8/1971,Louisville,USA,79,195,TRUE,FALSE,FALSE,1994,2,45,
133,David,Wesley,David Wesley,14/11/1970,Baylor,USA,73,203,TRUE,FALSE,FALSE,-1,-1,-1,
134,Kevin,Johnson,Kevin Johnson,4/3/1966,California,USA,73,190,TRUE,FALSE,FALSE,1987,1,7,
136,P.J.,Brown,P.J. Brown,14/10/1969,Louisiana Tech,USA,83,239,FALSE,TRUE,TRUE,1992,2,29,
137,Vernon,Maxwell,Vernon Maxwell,12/9/1965,Florida,USA,76,190,TRUE,FALSE,FALSE,1988,2,47,
138,Anthony,Avent,Anthony Avent,18/10/1969,Seton Hall,USA,81,240,FALSE,FALSE,TRUE,1991,1,15,
140,Donald,Royal,Donald Royal,22/5/1966,Notre Dame,USA,80,218,FALSE,TRUE,FALSE,1987,3,52,
141,Anthony,Tucker,Anthony Tucker,4/4/1969,Wake Forest,USA,80,141,FALSE,TRUE,FALSE,-22,-22,-22,
143,Terry,Dehere,Terry Dehere,12/9/1971,Seton Hall,USA,76,190,TRUE,FALSE,FALSE,1993,1,13,
145,Tracy,Murray,Tracy Murray,25/7/1971,UCLA,USA,79,230,FALSE,TRUE,FALSE,1992,1,18,
146,Jud,Buechler,Jud Buechler,19/6/1968,Arizona,USA,78,228,TRUE,TRUE,FALSE,1990,2,38,
147,Jalen,Rose,Jalen Rose,30/1/1973,Michigan,USA,80,215,TRUE,TRUE,FALSE,1994,1,13,
149,Michael,Adams,Michael Adams,19/1/1963,Boston College,USA,70,165,TRUE,FALSE,FALSE,1985,3,66,
154,Adrian,Caldwell,Adrian Caldwell,4/7/1966,Lamar,USA,80,154,FALSE,FALSE,FALSE,-22,-22,-22,
156,Antoine,Carr,Antoine Carr,23/7/1961,Wichita State,USA,81,225,FALSE,TRUE,FALSE,1983,1,8,
157,Derek,Harper,Derek Harper,13/10/1961,Illinois,USA,76,206,TRUE,FALSE,FALSE,1983,1,11,
160,Tim,Breaux,Tim Breaux,19/9/1970,Wyoming,USA,79,215,FALSE,TRUE,FALSE,-1,-1,-1,
164,Chris,Childs,Chris Childs,20/11/1967,Boise State,USA,75,195,TRUE,FALSE,FALSE,-1,-1,-1,
165,Hakeem,Olajuwon,Hakeem Olajuwon,21/1/1963,Houston,Nigeria,84,255,FALSE,FALSE,TRUE,1984,1,1,
166,Ron,Harper,Ron Harper,20/1/1964,Miami (Ohio),USA,78,215,TRUE,FALSE,FALSE,1986,1,8,
168,Chris,Mills,Chris Mills,25/1/1970,Arizona,USA,79,220,FALSE,TRUE,FALSE,1993,1,22,
170,Joe,Kleine,Joe Kleine,4/1/1962,Arkansas,USA,83,255,FALSE,FALSE,TRUE,1985,1,6,
173,Keith,Askins,Keith Askins,15/12/1967,Alabama,USA,80,173,TRUE,TRUE,FALSE,-22,-22,-22,
174,John,Battle,John Battle,9/11/1962,Rutgers,USA,74,174,TRUE,FALSE,FALSE,1985,4,84,
175,Alton,Lister,Alton Lister,1/10/1958,Arizona State,USA,84,245,FALSE,TRUE,TRUE,1981,1,21,
176,Antonio,Harvey,Antonio Harvey,6/7/1970,Pfeiffer,USA,83,250,FALSE,TRUE,TRUE,-1,-1,-1,
177,Muggsy,Bogues,Muggsy Bogues,9/1/1965,Wake Forest,USA,,,TRUE,FALSE,FALSE,1987,1,12,
178,Olden,Polynice,Olden Polynice,21/11/1964,Virginia,USA,82,178,FALSE,FALSE,FALSE,1987,1,8,
179,Bryant,Stith,Bryant Stith,10/12/1970,Virginia,USA,77,210,TRUE,FALSE,FALSE,1992,1,13,
180,John,Crotty,John Crotty,15/7/1969,Virginia,USA,,,TRUE,FALSE,FALSE,-1,-1,-1,
181,Kenny,Smith,Kenny Smith,8/3/1965,North Carolina,USA,75,170,TRUE,FALSE,FALSE,1987,1,6,
182,Billy,Owens,Billy Owens,1/5/1969,Syracuse,USA,81,225,TRUE,TRUE,FALSE,1991,1,3,
183,Bison,Dele,Bison Dele,6/4/1969,Arizona,USA,83,260,FALSE,TRUE,TRUE,1991,1,10,
184,Bobby,Phills,Bobby Phills,20/12/1969,Southern,USA,77,184,FALSE,FALSE,FALSE,1991,2,45,
185,Chris,Webber,Chris Webber,1/3/1973,Michigan,USA,82,245,FALSE,TRUE,TRUE,1993,1,1,
187,Terry,Cummings,Terry Cummings,15/3/1961,DePaul,USA,81,220,FALSE,TRUE,FALSE,1982,1,2,
189,B.J.,Tyler,B.J. Tyler,30/4/1971,Texas-Austin,USA,73,185,TRUE,FALSE,FALSE,1994,1,20,
190,Duane,Causwell,Duane Causwell,31/5/1968,Temple,USA,84,255,FALSE,FALSE,TRUE,1990,1,18,
192,Dennis,Scott,Dennis Scott,5/9/1968,Georgia Tech,USA,80,229,FALSE,TRUE,FALSE,1990,1,4,
193,Anthony,Mason,Anthony Mason,14/12/1966,Tennessee State,USA,80,255,FALSE,TRUE,FALSE,1988,3,53,
194,Anthony,Bowie,Anthony Bowie,9/11/1963,Oklahoma,USA,78,194,TRUE,FALSE,FALSE,1986,3,66,
195,Lee,Mayberry,Lee Mayberry,12/6/1970,Arkansas,USA,73,195,FALSE,FALSE,FALSE,1992,1,23,
197,Scott,Burrell,Scott Burrell,12/1/1971,Connecticut,USA,79,218,TRUE,FALSE,FALSE,1993,1,20,
198,Danny,Ferry,Danny Ferry,17/10/1966,Duke,USA,82,235,FALSE,TRUE,FALSE,1989,1,2,
199,Reggie,Williams,Reggie Williams,5/3/1964,Georgetown,USA,,,,,,1987,1,4,
201,Chris,Dudley,Chris Dudley,22/2/1965,Yale,USA,83,201,FALSE,FALSE,TRUE,1987,4,75,
202,Gary,Grant,Gary Grant,21/4/1965,Michigan,USA,,202,FALSE,FALSE,FALSE,1988,1,15,
203,Nate,McMillan,Nate McMillan,3/8/1964,North Carolina State,USA,77,210,TRUE,TRUE,FALSE,1986,2,30,
204,Jeff,Hornacek,Jeff Hornacek,3/5/1963,Iowa State,USA,76,204,TRUE,FALSE,FALSE,1986,2,46,
208,Sam,Cassell,Sam Cassell,18/11/1969,Florida State,USA,75,208,TRUE,FALSE,FALSE,1993,1,24,
209,Dell,Curry,Dell Curry,25/6/1964,Virginia Tech,USA,77,205,TRUE,TRUE,FALSE,1986,1,15,
210,Terrell,Brandon,Terrell Brandon,20/5/1970,Oregon,USA,71,173,TRUE,FALSE,FALSE,1991,1,11,
211,Eric,Mobley,Eric Mobley,1/2/1970,Pittsburgh,USA,83,235,FALSE,FALSE,TRUE,1994,1,18,
212,Yinka,Dare,Yinka Dare,10/10/1972,George Washington,USA,84,265,FALSE,FALSE,TRUE,1994,1,14,
213,Antonio,Davis,Antonio Davis,31/10/1968,Texas-El Paso,USA,81,245,FALSE,TRUE,TRUE,1990,2,45,
216,Brian,Shaw,Brian Shaw,22/3/1966,California-Santa Barbara,USA,78,200,TRUE,FALSE,FALSE,1988,1,24,
219,Vinny,Del Negro,Vinny Del Negro,9/8/1966,North Carolina State,USA,,219,FALSE,FALSE,FALSE,1988,2,29,
221,Clar.,Weatherspoon,Clar. Weatherspoon,8/9/1970,Southern Mississippi,USA,79,270,FALSE,TRUE,FALSE,1992,1,9,
223,Bill,Curley,Bill Curley,29/5/1972,Boston College,USA,,,FALSE,TRUE,FALSE,1994,1,22,
224,Eddie,Jones,Eddie Jones,20/10/1971,Temple,USA,78,200,TRUE,TRUE,FALSE,1994,1,10,
226,Antonio,Lang,Antonio Lang,15/5/1972,Duke,USA,80,205,FALSE,TRUE,FALSE,1994,2,29,
228,Adam,Keefe,Adam Keefe,22/2/1970,Stanford,USA,81,230,FALSE,TRUE,FALSE,1992,1,10,
229,James,Edwards,James Edwards,22/11/1955,Washington,USA,85,229,FALSE,FALSE,TRUE,1977,3,46,
234,Khalid,Reeves,Khalid Reeves,15/7/1972,Arizona,USA,75,199,TRUE,FALSE,FALSE,1994,1,12,
236,Kevin,Edwards,Kevin Edwards,30/10/1965,DePaul,USA,75,210,TRUE,FALSE,FALSE,1988,1,20,
238,Tyrone,Hill,Tyrone Hill,19/3/1968,Xavier,USA,81,250,FALSE,TRUE,FALSE,1990,1,11,
239,Darrick,Martin,Darrick Martin,6/3/1971,UCLA,USA,71,170,TRUE,FALSE,FALSE,-1,-1,-1,
240,Brooks,Thompson,Brooks Thompson,19/7/1970,Oklahoma State,USA,76,193,TRUE,FALSE,FALSE,1994,1,27,
241,Darrin,Hancock,Darrin Hancock,3/11/1971,Kansas,USA,79,205,FALSE,TRUE,FALSE,1994,2,38,
243,Aaron,McKie,Aaron McKie,2/10/1972,Temple,USA,77,209,TRUE,FALSE,FALSE,1994,1,17,
244,Dee,Brown,Dee Brown,29/11/1968,Jacksonville,USA,,,TRUE,FALSE,FALSE,1990,1,19,
246,Greg,Anderson,Greg Anderson,22/6/1964,Houston,USA,82,250,FALSE,TRUE,TRUE,1987,1,23,
247,Joe,Dumars,Joe Dumars,24/5/1963,McNeese State,USA,75,247,TRUE,FALSE,FALSE,1985,1,18,
248,George,Lynch,George Lynch,3/9/1970,North Carolina,USA,80,235,FALSE,TRUE,FALSE,1993,1,12,
251,Sean,Elliott,Sean Elliott,2/2/1968,Arizona,USA,80,220,FALSE,TRUE,FALSE,1989,1,3,
252,Karl,Malone,Karl Malone,24/7/1963,Louisiana Tech,USA,81,259,FALSE,TRUE,FALSE,1985,1,13,
255,Grant,Hill,Grant Hill,5/10/1972,Duke,USA,80,225,FALSE,TRUE,FALSE,1994,1,3,
258,Brian,Grant,Brian Grant,5/3/1972,Xavier,USA,81,254,FALSE,TRUE,TRUE,1994,1,8,
262,Michael,Cage,Michael Cage,28/1/1962,San Diego State,USA,81,224,FALSE,FALSE,TRUE,1984,1,14,
265,Harvey,Grant,Harvey Grant,4/7/1965,Oklahoma,USA,81,225,FALSE,TRUE,FALSE,1988,1,12,
270,Horace,Grant,Horace Grant,4/7/1965,Clemson,USA,82,270,FALSE,FALSE,TRUE,1987,1,10,
271,Johnny,Newman,Johnny Newman,28/11/1963,Richmond,USA,79,210,FALSE,TRUE,FALSE,1986,2,29,
273,Duane,Ferrell,Duane Ferrell,28/2/1965,Georgia Tech,USA,79,215,FALSE,TRUE,FALSE,-1,-1,-1,
275,Allan,Houston,Allan Houston,20/4/1971,Tennessee,USA,78,205,TRUE,FALSE,FALSE,1993,1,11,
278,Stacey,Augmon,Stacey Augmon,1/8/1968,UNLV,USA,80,213,TRUE,TRUE,FALSE,1991,1,9,
279,Charles,Jones,Charles Jones,3/4/1957,Albany State (GA),USA,81,215,FALSE,TRUE,TRUE,1979,8,165,
280,Felton,Spencer,Felton Spencer,5/1/1968,Louisville,USA,84,290,FALSE,FALSE,TRUE,1990,1,6,
281,Scott,Williams,Scott Williams,21/3/1968,North Carolina,USA,82,260,FALSE,TRUE,TRUE,-1,-1,-1,
283,Lindsey,Hunter,Lindsey Hunter,3/12/1970,Jackson State,USA,74,195,TRUE,FALSE,FALSE,1993,1,10,
285,Greg,Grant,Greg Grant,29/8/1966,College of New Jersey,USA,67,140,TRUE,FALSE,FALSE,1989,2,52,
287,Eric,Leckner,Eric Leckner,27/5/1966,Wyoming,USA,83,265,FALSE,FALSE,TRUE,1988,1,17,
288,Armen,Gilliam,Armen Gilliam,28/5/1964,UNLV,USA,81,260,FALSE,TRUE,FALSE,1987,1,2,
289,Ledell,Eackles,Ledell Eackles,24/11/1966,New Orleans,USA,77,231,TRUE,FALSE,FALSE,1988,2,36,
291,Ed,Pinckney,Ed Pinckney,27/3/1963,Villanova,USA,81,240,FALSE,TRUE,FALSE,1985,1,10,
292,Anthony,Miller,Anthony Miller,22/10/1971,Michigan State,USA,81,255,FALSE,TRUE,FALSE,1994,2,39,
293,Charles,Smith,Charles Smith,16/7/1965,Pittsburgh,USA,82,244,FALSE,TRUE,FALSE,1988,1,3,
296,Rick,Fox,Rick Fox,24/7/1969,North Carolina,Canada,79,235,FALSE,TRUE,FALSE,1991,1,24,
297,Alonzo,Mourning,Alonzo Mourning,8/2/1970,Georgetown,USA,82,261,FALSE,FALSE,TRUE,1992,1,2,
299,Glenn,Robinson,Glenn Robinson,10/1/1973,Purdue,USA,79,240,FALSE,TRUE,FALSE,1994,1,1,
302,Mookie,Blaylock,Mookie Blaylock,20/3/1967,Oklahoma,USA,,,TRUE,FALSE,FALSE,1989,1,12,
304,John,Stockton,John Stockton,26/3/1962,Gonzaga,USA,73,175,TRUE,FALSE,FALSE,1984,1,16,
305,Robert,Parish,Robert Parish,30/8/1953,Centenary-Louisiana,USA,85,244,FALSE,FALSE,TRUE,1976,1,8,
306,Steve,Colter,Steve Colter,24/7/1962,New Mexico State,USA,75,306,TRUE,FALSE,FALSE,1984,2,33,
308,Derrick,Alston,Derrick Alston,20/8/1972,Duquesne,USA,83,225,FALSE,FALSE,TRUE,1994,2,33,
310,Bobby,Hurley,Bobby Hurley,28/6/1971,Duke,USA,72,165,TRUE,FALSE,FALSE,1993,1,7,
313,Vern,Fleming,Vern Fleming,4/2/1962,Georgia,USA,77,313,TRUE,FALSE,FALSE,1984,1,18,
316,Richard,Manning,Richard Manning,23/6/1970,Washington,USA,83,245,FALSE,FALSE,TRUE,1993,2,40,
317,John,Starks,John Starks,10/8/1965,Oklahoma State,USA,77,190,TRUE,FALSE,FALSE,-1,-1,-1,
320,Jamie,Watson,Jamie Watson,23/2/1972,South Carolina,USA,79,190,FALSE,TRUE,FALSE,1994,2,47,
321,Scott,Haskin,Scott Haskin,19/9/1970,Oregon State,USA,83,250,FALSE,TRUE,FALSE,1993,1,14,
323,Greg,Foster,Greg Foster,3/10/1968,Texas-El Paso,USA,83,250,FALSE,FALSE,TRUE,1990,2,35,
324,Anthony,Peeler,Anthony Peeler,25/11/1969,Missouri,USA,76,208,TRUE,FALSE,FALSE,1992,1,15,
328,Rick,Mahorn,Rick Mahorn,21/9/1958,Hampton,USA,82,328,FALSE,TRUE,FALSE,1980,2,35,
330,Danny,Manning,Danny Manning,17/5/1966,Kansas,USA,82,234,FALSE,TRUE,TRUE,1988,1,1,
333,Kevin,Gamble,Kevin Gamble,13/11/1965,Iowa,USA,77,210,FALSE,TRUE,FALSE,1987,3,63,
335,Willie,Anderson,Willie Anderson,8/1/1967,Georgia,USA,80,200,TRUE,TRUE,FALSE,1988,1,10,
339,Tom,Gugliotta,Tom Gugliotta,19/12/1969,North Carolina State,USA,82,250,FALSE,TRUE,FALSE,1992,1,6,
340,Kevin,Pritchard,Kevin Pritchard,17/7/1967,Kansas,USA,75,180,TRUE,FALSE,FALSE,1990,2,34,
341,Joe,Wolf,Joe Wolf,17/12/1964,North Carolina,USA,83,341,FALSE,FALSE,FALSE,1987,1,13,
342,Andy,Toolson,Andy Toolson,19/1/1966,Brigham Young,USA,78,210,FALSE,TRUE,FALSE,-1,-1,-1,
344,Dana,Barros,Dana Barros,13/4/1967,Boston College,USA,71,165,TRUE,FALSE,FALSE,1989,1,16,
345,Terry,Porter,Terry Porter,8/4/1963,Wisconsin-Stevens Point,USA,75,205,TRUE,FALSE,FALSE,1985,1,24,
346,Doug,Edwards,Doug Edwards,21/1/1971,Florida State,USA,79,235,FALSE,TRUE,FALSE,1993,1,15,
348,Mitchell,Butler,Mitchell Butler,15/12/1970,UCLA,USA,77,210,TRUE,FALSE,FALSE,-1,-1,-1,
349,Mark,Jackson,Mark Jackson,1/4/1965,St. John's (NY),USA,75,195,TRUE,FALSE,FALSE,1987,1,18,
351,Stacey,King,Stacey King,29/1/1967,Oklahoma,USA,83,250,FALSE,TRUE,TRUE,1989,1,6,
353,Darrell,Armstrong,Darrell Armstrong,22/6/1968,Fayetteville State,USA,73,180,TRUE,FALSE,FALSE,-1,-1,-1,
355,Vincent,Askew,Vincent Askew,28/2/1966,Memphis,USA,78,210,TRUE,FALSE,FALSE,1987,2,39,
356,Chris,Morris,Chris Morris,20/1/1966,Auburn,USA,80,228,FALSE,TRUE,FALSE,1988,1,4,
357,Greg,Sutton,Greg Sutton,3/12/1967,Oral Roberts,USA,74,185,TRUE,FALSE,FALSE,1991,2,49,
358,Anfernee,Hardaway,Anfernee Hardaway,18/7/1971,Memphis,USA,79,215,FALSE,TRUE,FALSE,1993,1,3,
359,Chucky,Brown,Chucky Brown,29/2/1968,North Carolina State,USA,80,359,FALSE,TRUE,FALSE,1989,2,43,
361,Clifford,Robinson,Clifford Robinson,16/12/1966,Connecticut,USA,82,245,FALSE,TRUE,TRUE,1989,2,36,
363,Christian,Laettner,Christian Laettner,17/8/1969,Duke,USA,83,245,FALSE,TRUE,TRUE,1992,1,3,
364,Rex,Chapman,Rex Chapman,5/10/1967,Kentucky,USA,76,185,TRUE,FALSE,FALSE,1988,1,8,
365,Derrick,McKey,Derrick McKey,10/10/1966,Alabama,USA,82,241,FALSE,TRUE,FALSE,1987,1,9,
368,Dwayne,Schintzius,Dwayne Schintzius,14/10/1968,Florida,USA,86,285,FALSE,FALSE,TRUE,1990,1,24,
369,Charlie,Ward,Charlie Ward,12/10/1970,Florida State,USA,74,185,TRUE,FALSE,FALSE,1994,1,26,
371,Terry,Mills,Terry Mills,21/12/1967,Michigan,USA,,,FALSE,TRUE,FALSE,1990,1,16,
375,Isaiah,Rider,Isaiah Rider,12/3/1971,UNLV,USA,,,TRUE,FALSE,FALSE,1993,1,5,
376,Eric,Montross,Eric Montross,23/9/1971,North Carolina,USA,84,270,FALSE,FALSE,TRUE,1994,1,9,
