Player Name,Clean Name,From,To,Pos,Ht,Wt,Birth Date,Birth Date(TextToColumn),Birth_Year,RetireAge,Colleges,URL,player_id,birthday year,retire age,career length
Allen Leavell,Allen Leavell,1980,1989,G,1-Jun,170.0,5/27/1957,27/5/1957,1957,32.0,Oklahoma City University,https://www.basketball-reference.com/players/l/leaveal01.html,leaveal01,1957.0,32,9
Alonzo Gee,Alonzo Gee,2010,2017,G,6-Jun,225.0,5/29/1987,29/5/1987,1987,30.0,Alabama,https://www.basketball-reference.com/players/g/geeal01.html,geeal01,1987.0,30,7
LeBron James,LeBron James,2004,2025,F-G,9-Jun,250.0,12/30/1984,30/12/1984,1984,41.0,,https://www.basketball-reference.com/players/j/jamesle01.html,jamesle01,1984.0,41,21
Manu Ginóbili*,Manu Ginóbili,2003,2018,G,6-Jun,205.0,7/28/1977,28/7/1977,1977,41.0,,https://www.basketball-reference.com/players/g/ginobma01.html,ginobma01,1977.0,41,15
Rick Mahorn,Rick Mahorn,1981,1999,C-F,10-Jun,240.0,9/21/1958,21/9/1958,1958,41.0,Hampton,https://www.basketball-reference.com/players/m/mahorri01.html,mahorri01,1958.0,41,18
Alton Lister,Alton Lister,1982,1998,C-F,Jul-00,240.0,10/1/1958,1/10/1958,1958,40.0,Arizona State,https://www.basketball-reference.com/players/l/listeal01.html,listeal01,1958.0,40,16
Alvin Scott,Alvin Scott,1978,1985,F-G,7-Jun,185.0,9/14/1955,14/9/1955,1955,30.0,Oral Roberts,https://www.basketball-reference.com/players/s/scottal01.html,scottal01,1955.0,30,7
Alvin Williams,Alvin Williams,1998,2007,G,5-Jun,185.0,8/6/1974,6/8/1974,1974,33.0,Villanova,https://www.basketball-reference.com/players/w/willial02.html,willial02,1974.0,33,9
Amal McCaskill,Amal McCaskill,1997,2004,F-C,11-Jun,235.0,10/28/1973,28/10/1973,1973,31.0,Marquette,https://www.basketball-reference.com/players/m/mccasam01.html,mccasam01,1973.0,31,7
Andre Miller,Andre Miller,2000,2016,G,3-Jun,200.0,3/19/1976,19/3/1976,1976,40.0,Utah,https://www.basketball-reference.com/players/m/millean02.html,millean02,1976.0,40,16
Ömer Aşık,Ömer Aşık,2011,2018,C,Jul-00,255.0,7/4/1986,4/7/1986,1986,32.0,,https://www.basketball-reference.com/players/a/asikom01.html,asikom01,1986.0,32,7
Amir Johnson,Amir Johnson,2006,2019,F-C,9-Jun,240.0,5/1/1987,1/5/1987,1987,32.0,,https://www.basketball-reference.com/players/j/johnsam01.html,johnsam01,1987.0,32,13
Caldwell Jones,Caldwell Jones,1974,1990,C-F,11-Jun,217.0,8/4/1950,4/8/1950,1950,40.0,Albany State University,https://www.basketball-reference.com/players/j/jonesca01.html,jonesca01,1950.0,40,16
Andrés Nocioni,Andrés Nocioni,2005,2012,F,7-Jun,225.0,11/30/1979,30/11/1979,1979,33.0,,https://www.basketball-reference.com/players/n/nocioan01.html,nocioan01,1979.0,33,7
Andre Drummond,Andre Drummond,2013,2025,C,11-Jun,279.0,8/10/1993,10/8/1993,1993,32.0,UConn,https://www.basketball-reference.com/players/d/drumman01.html,drumman01,1993.0,32,12
Andre Emmett,Andre Emmett,2005,2012,F,5-Jun,230.0,8/27/1982,27/8/1982,1982,30.0,Texas Tech,https://www.basketball-reference.com/players/e/emmetan01.html,emmetan01,1982.0,30,7
Chris Paul,Chris Paul,2006,2025,G,Jun-00,175.0,5/6/1985,6/5/1985,1985,40.0,Wake Forest,https://www.basketball-reference.com/players/p/paulch01.html,paulch01,1985.0,40,19
Dale Ellis,Dale Ellis,1984,2000,G-F,7-Jun,205.0,8/6/1960,6/8/1960,1960,40.0,Tennessee,https://www.basketball-reference.com/players/e/ellisda01.html,ellisda01,1960.0,40,16
Andre Roberson,Andre Roberson,2014,2021,G-F,7-Jun,210.0,12/4/1991,4/12/1991,1991,30.0,Colorado,https://www.basketball-reference.com/players/r/roberan03.html,roberan03,1991.0,30,7
Andrea Bargnani,Andrea Bargnani,2007,2016,F-C,Jul-00,245.0,10/26/1985,26/10/1985,1985,31.0,,https://www.basketball-reference.com/players/b/bargnan01.html,bargnan01,1985.0,31,9
Danny Schayes,Danny Schayes,1982,1999,C-F,11-Jun,235.0,5/10/1959,10/5/1959,1959,40.0,Syracuse,https://www.basketball-reference.com/players/s/schayda01.html,schayda01,1959.0,40,17
Darrell Armstrong,Darrell Armstrong,1995,2008,G,Jun-00,170.0,6/22/1968,22/6/1968,1968,40.0,Fayetteville State University,https://www.basketball-reference.com/players/a/armstda01.html,armstda01,1968.0,40,13
Andrew DeClercq,Andrew DeClercq,1996,2005,F-C,10-Jun,230.0,2/1/1973,1/2/1973,1973,32.0,Florida,https://www.basketball-reference.com/players/d/declean01.html,declean01,1973.0,32,9
Derek Fisher,Derek Fisher,1997,2014,G,1-Jun,200.0,8/9/1974,9/8/1974,1974,40.0,Little Rock,https://www.basketball-reference.com/players/f/fishede01.html,fishede01,1974.0,40,17
Earl Cureton,Earl Cureton,1981,1997,F-C,9-Jun,210.0,9/3/1957,3/9/1957,1957,40.0,"Robert Morris University (PA), Detroit Mercy",https://www.basketball-reference.com/players/c/curetea01.html,curetea01,1957.0,40,16
Andrew Levane,Andrew Levane,1949,1953,F-G,2-Jun,190.0,4/11/1920,11/4/1920,1920,33.0,St. John's,https://www.basketball-reference.com/players/l/levanan01.html,levanan01,1920.0,33,4
Andrew Toney,Andrew Toney,1981,1988,G,3-Jun,178.0,11/23/1957,23/11/1957,1957,31.0,Louisiana,https://www.basketball-reference.com/players/t/toneyan01.html,toneyan01,1957.0,31,7
Andrew Wiggins,Andrew Wiggins,2015,2025,F-G,7-Jun,197.0,2/23/1995,23/2/1995,1995,30.0,Kansas,https://www.basketball-reference.com/players/w/wiggian01.html,wiggian01,1995.0,30,10
Andy Johnson,Andy Johnson,1959,1962,F-G,5-Jun,215.0,11/8/1932,8/11/1932,1932,30.0,University of Portland,https://www.basketball-reference.com/players/j/johnsan01.html,johnsan01,1932.0,30,3
Eddie Johnson,Eddie Johnson,1982,1999,F-G,7-Jun,215.0,5/1/1959,1/5/1959,1959,40.0,Illinois,https://www.basketball-reference.com/players/j/johnsed03.html,johnsed03,1959.0,40,17
Andy Toolson,Andy Toolson,1991,1996,G-F,6-Jun,210.0,1/19/1966,19/1/1966,1966,30.0,BYU,https://www.basketball-reference.com/players/t/toolsan01.html,toolsan01,1966.0,30,5
Jamal Crawford,Jamal Crawford,2001,2020,G,5-Jun,185.0,3/20/1980,20/3/1980,1980,40.0,Michigan,https://www.basketball-reference.com/players/c/crawfja01.html,crawfja01,1980.0,40,19
Jason Kidd*,Jason Kidd,1995,2013,G,4-Jun,205.0,3/23/1973,23/3/1973,1973,40.0,California,https://www.basketball-reference.com/players/k/kiddja01.html,kiddja01,1973.0,40,18
Anthony Avent,Anthony Avent,1993,2000,F,9-Jun,235.0,10/18/1969,18/10/1969,1969,31.0,Seton Hall,https://www.basketball-reference.com/players/a/aventan01.html,aventan01,1969.0,31,7
Johnny Green,Johnny Green,1960,1973,F-C,5-Jun,200.0,12/8/1933,8/12/1933,1933,40.0,Michigan State,https://www.basketball-reference.com/players/g/greenjo01.html,greenjo01,1933.0,40,13
Juwan Howard,Juwan Howard,1995,2013,F-C,9-Jun,240.0,2/7/1973,7/2/1973,1973,40.0,Michigan,https://www.basketball-reference.com/players/h/howarju01.html,howarju01,1973.0,40,18
Anthony Davis,Anthony Davis,2013,2025,F-C,10-Jun,253.0,3/11/1993,11/3/1993,1993,32.0,Kentucky,https://www.basketball-reference.com/players/d/davisan02.html,davisan02,1993.0,32,12
Anthony Gill,Anthony Gill,2021,2025,F,7-Jun,230.0,10/17/1992,17/10/1992,1992,33.0,"South Carolina, Virginia",https://www.basketball-reference.com/players/g/gillan01.html,gillan01,1992.0,33,4
Kevin Garnett*,Kevin Garnett,1996,2016,F-C,11-Jun,240.0,5/19/1976,19/5/1976,1976,40.0,,https://www.basketball-reference.com/players/g/garneke01.html,garneke01,1976.0,40,20
Lindsey Hunter,Lindsey Hunter,1994,2010,G,2-Jun,170.0,12/3/1970,3/12/1970,1970,40.0,"Alcorn State, Jackson State University",https://www.basketball-reference.com/players/h/hunteli01.html,hunteli01,1970.0,40,16
Mark West,Mark West,1984,2000,C-F,10-Jun,230.0,11/5/1960,5/11/1960,1960,40.0,Old Dominion,https://www.basketball-reference.com/players/w/westma01.html,westma01,1960.0,40,16
Michael Jordan*,Michael Jordan,1985,2003,G-F,6-Jun,198.0,2/17/1963,17/2/1963,1963,40.0,UNC,https://www.basketball-reference.com/players/j/jordami01.html,jordami01,1963.0,40,18
Anthony Morrow,Anthony Morrow,2009,2017,G,5-Jun,210.0,9/27/1985,27/9/1985,1985,32.0,Georgia Tech,https://www.basketball-reference.com/players/m/morroan01.html,morroan01,1985.0,32,8
Moses Malone*,Moses Malone,1975,1995,C-F,10-Jun,215.0,3/23/1955,23/3/1955,1955,40.0,,https://www.basketball-reference.com/players/m/malonmo01.html,malonmo01,1955.0,40,20
Olden Polynice,Olden Polynice,1988,2004,C-F,11-Jun,220.0,11/21/1964,21/11/1964,1964,40.0,Virginia,https://www.basketball-reference.com/players/p/polynol01.html,polynol01,1964.0,40,16
Patrick Ewing*,Patrick Ewing,1986,2002,C-F,Jul-00,240.0,8/5/1962,5/8/1962,1962,40.0,Georgetown,https://www.basketball-reference.com/players/e/ewingpa01.html,ewingpa01,1962.0,40,16
Paul Pierce*,Paul Pierce,1999,2017,F-G,7-Jun,235.0,10/13/1977,13/10/1977,1977,40.0,Kansas,https://www.basketball-reference.com/players/p/piercpa01.html,piercpa01,1977.0,40,18
Antoine Walker,Antoine Walker,1997,2008,F,9-Jun,224.0,8/12/1976,12/8/1976,1976,32.0,Kentucky,https://www.basketball-reference.com/players/w/walkean02.html,walkean02,1976.0,32,11
Reggie Miller*,Reggie Miller,1988,2005,G-F,7-Jun,185.0,8/24/1965,24/8/1965,1965,40.0,UCLA,https://www.basketball-reference.com/players/m/millere01.html,millere01,1965.0,40,17
Sam Perkins,Sam Perkins,1985,2001,F-C,9-Jun,235.0,6/14/1961,14/6/1961,1961,40.0,UNC,https://www.basketball-reference.com/players/p/perkisa01.html,perkisa01,1961.0,40,16
Antonio Harvey,Antonio Harvey,1994,2003,F-C,11-Jun,225.0,7/6/1970,6/7/1970,1970,33.0,"Southern Illinois, Georgia, Pfeiffer University",https://www.basketball-reference.com/players/h/harvean01.html,harvean01,1970.0,33,9
Steve Nash*,Steve Nash,1997,2014,G,3-Jun,195.0,2/7/1974,7/2/1974,1974,40.0,Santa Clara,https://www.basketball-reference.com/players/n/nashst01.html,nashst01,1974.0,40,17
Taj Gibson,Taj Gibson,2010,2025,F-C,9-Jun,232.0,6/24/1985,24/6/1985,1985,40.0,USC,https://www.basketball-reference.com/players/g/gibsota01.html,gibsota01,1985.0,40,15
Arinze Onuaku,Arinze Onuaku,2014,2017,C,9-Jun,255.0,7/13/1987,13/7/1987,1987,30.0,Syracuse,https://www.basketball-reference.com/players/o/onuakar01.html,onuakar01,1987.0,30,3
Tim Duncan*,Tim Duncan,1998,2016,F-C,11-Jun,250.0,4/25/1976,25/4/1976,1976,40.0,Wake Forest,https://www.basketball-reference.com/players/d/duncati01.html,duncati01,1976.0,40,18
Armond Hill,Armond Hill,1977,1984,G,4-Jun,190.0,3/31/1953,31/3/1953,1953,31.0,Princeton,https://www.basketball-reference.com/players/h/hillar01.html,hillar01,1953.0,31,7
Arnie Johnson,Arnie Johnson,1949,1953,F-C,5-Jun,236.0,5/16/1920,16/5/1920,1920,33.0,Bemidji State University,https://www.basketball-reference.com/players/j/johnsar01.html,johnsar01,1920.0,33,4
Tree Rollins,Tree Rollins,1978,1995,C,1-Jul,235.0,6/16/1955,16/6/1955,1955,40.0,Clemson,https://www.basketball-reference.com/players/r/rollitr01.html,rollitr01,1955.0,40,17
Al Horford,Al Horford,2008,2025,C-F,9-Jun,240.0,6/3/1986,3/6/1986,1986,39.0,Florida,https://www.basketball-reference.com/players/h/horfoal01.html,horfoal01,1986.0,39,17
Arron Afflalo,Arron Afflalo,2008,2018,G-F,5-Jun,210.0,10/15/1985,15/10/1985,1985,33.0,UCLA,https://www.basketball-reference.com/players/a/afflaar01.html,afflaar01,1985.0,33,10
Art Becker,Art Becker,1968,1973,F,7-Jun,205.0,1/12/1942,12/1/1942,1942,31.0,Arizona State,https://www.basketball-reference.com/players/b/beckear01.html,beckear01,1942.0,31,5
Art Spector,Art Spector,1947,1950,F,4-Jun,200.0,10/17/1918,17/10/1918,1918,32.0,Villanova,https://www.basketball-reference.com/players/s/spectar01.html,spectar01,1918.0,32,3
Anderson Varejão,Anderson Varejão,2005,2021,F-C,11-Jun,273.0,9/28/1982,28/9/1982,1982,39.0,,https://www.basketball-reference.com/players/v/varejan01.html,varejan01,1982.0,39,16
Andre Iguodala,Andre Iguodala,2005,2023,F-G,6-Jun,215.0,1/28/1984,28/1/1984,1984,39.0,Arizona,https://www.basketball-reference.com/players/i/iguodan01.html,iguodan01,1984.0,39,18
Antoine Carr,Antoine Carr,1985,2000,F-C,9-Jun,225.0,7/23/1961,23/7/1961,1961,39.0,Wichita State,https://www.basketball-reference.com/players/c/carran01.html,carran01,1961.0,39,15
Austin Carr,Austin Carr,1972,1981,G,4-Jun,200.0,3/10/1948,10/3/1948,1948,33.0,Notre Dame,https://www.basketball-reference.com/players/c/carrau01.html,carrau01,1948.0,33,9
Artis Gilmore*,Artis Gilmore,1972,1988,C,2-Jul,240.0,9/21/1949,21/9/1949,1949,39.0,"Gardner-Webb University, Jacksonville University",https://www.basketball-reference.com/players/g/gilmoar01.html,gilmoar01,1949.0,39,16
Austin Rivers,Austin Rivers,2013,2023,G,4-Jun,200.0,8/1/1992,1/8/1992,1992,31.0,Duke,https://www.basketball-reference.com/players/r/riverau01.html,riverau01,1992.0,31,10
Avery Bradley,Avery Bradley,2011,2022,G,3-Jun,180.0,11/26/1990,26/11/1990,1990,32.0,Texas,https://www.basketball-reference.com/players/b/bradlav01.html,bradlav01,1990.0,32,11
Arvydas Sabonis*,Arvydas Sabonis,1996,2003,C,3-Jul,279.0,12/19/1964,19/12/1964,1964,39.0,,https://www.basketball-reference.com/players/s/sabonar01.html,sabonar01,1964.0,39,7
Awvee Storey,Awvee Storey,2005,2008,G-F,6-Jun,222.0,4/18/1977,18/4/1977,1977,31.0,"Illinois, Arizona State",https://www.basketball-reference.com/players/s/storeaw01.html,storeaw01,1977.0,31,3
B.J. Armstrong,B.J. Armstrong,1990,2000,G,2-Jun,175.0,9/9/1967,9/9/1967,1967,33.0,Iowa,https://www.basketball-reference.com/players/a/armstbj01.html,armstbj01,1967.0,33,10
Avery Johnson,Avery Johnson,1989,2004,G,10-May,175.0,3/25/1965,25/3/1965,1965,39.0,"Cameron University, Southern University and A&M College",https://www.basketball-reference.com/players/j/johnsav01.html,johnsav01,1965.0,39,15
Baron Davis,Baron Davis,2000,2012,G,3-Jun,209.0,4/13/1979,13/4/1979,1979,33.0,UCLA,https://www.basketball-reference.com/players/d/davisba01.html,davisba01,1979.0,33,12
Barry Clemens,Barry Clemens,1966,1976,F,6-Jun,210.0,5/1/1943,1/5/1943,1943,33.0,Ohio Wesleyan University,https://www.basketball-reference.com/players/c/clemeba01.html,clemeba01,1943.0,33,10
Chris Andersen,Chris Andersen,2002,2017,C-F,10-Jun,245.0,7/7/1978,7/7/1978,1978,39.0,Blinn College,https://www.basketball-reference.com/players/a/anderch01.html,anderch01,1978.0,39,15
Ben Coleman,Ben Coleman,1987,1994,F,9-Jun,235.0,11/14/1961,14/11/1961,1961,33.0,"Minnesota, Maryland",https://www.basketball-reference.com/players/c/colembe01.html,colembe01,1961.0,33,7
Ben Gordon,Ben Gordon,2005,2015,G,3-Jun,200.0,4/4/1983,4/4/1983,1983,32.0,UConn,https://www.basketball-reference.com/players/g/gordobe01.html,gordobe01,1983.0,32,10
Ben Poquette,Ben Poquette,1978,1987,F-C,9-Jun,235.0,5/7/1955,7/5/1955,1955,32.0,Central Michigan University,https://www.basketball-reference.com/players/p/poquebe01.html,poquebe01,1955.0,32,9
Cliff Hagan*,Cliff Hagan,1957,1970,F-G,4-Jun,210.0,12/9/1931,9/12/1931,1931,39.0,Kentucky,https://www.basketball-reference.com/players/h/hagancl01.html,hagancl01,1931.0,39,13
Dennis Rodman*,Dennis Rodman,1987,2000,F,7-Jun,210.0,5/13/1961,13/5/1961,1961,39.0,"North Central Texas College, Southeastern Oklahoma State University",https://www.basketball-reference.com/players/r/rodmade01.html,rodmade01,1961.0,39,13
Dominique Wilkins*,Dominique Wilkins,1983,1999,F-G,8-Jun,215.0,1/12/1960,12/1/1960,1960,39.0,Georgia,https://www.basketball-reference.com/players/w/wilkido01.html,wilkido01,1960.0,39,16
Elvin Hayes*,Elvin Hayes,1969,1984,F-C,9-Jun,235.0,11/17/1945,17/11/1945,1945,39.0,Houston,https://www.basketball-reference.com/players/h/hayesel01.html,hayesel01,1945.0,39,15
Ervin Johnson,Ervin Johnson,1994,2006,C,11-Jun,245.0,12/21/1967,21/12/1967,1967,39.0,New Orleans,https://www.basketball-reference.com/players/j/johnser02.html,johnser02,1967.0,39,12
Garrett Temple,Garrett Temple,2010,2025,G,5-Jun,195.0,5/8/1986,8/5/1986,1986,39.0,LSU,https://www.basketball-reference.com/players/t/templga01.html,templga01,1986.0,39,15
Gary Payton*,Gary Payton,1991,2007,G,4-Jun,180.0,7/23/1968,23/7/1968,1968,39.0,Oregon State,https://www.basketball-reference.com/players/p/paytoga01.html,paytoga01,1968.0,39,16
Hakeem Olajuwon*,Hakeem Olajuwon,1985,2002,C,Jul-00,255.0,1/21/1963,21/1/1963,1963,39.0,Houston,https://www.basketball-reference.com/players/o/olajuha01.html,olajuha01,1963.0,39,17
Bill Gabor,Bill Gabor,1950,1955,G-F,11-May,170.0,5/13/1922,13/5/1922,1922,33.0,Syracuse,https://www.basketball-reference.com/players/g/gaborbi01.html,gaborbi01,1922.0,33,5
Bill Hanzlik,Bill Hanzlik,1981,1990,G-F,7-Jun,185.0,12/6/1957,6/12/1957,1957,33.0,Notre Dame,https://www.basketball-reference.com/players/h/hanzlbi01.html,hanzlbi01,1957.0,33,9
Bill Hewitt,Bill Hewitt,1969,1975,F,7-Jun,210.0,8/8/1944,8/8/1944,1944,31.0,USC,https://www.basketball-reference.com/players/h/hewitbi01.html,hewitbi01,1944.0,31,6
Horace Grant,Horace Grant,1988,2004,F-C,10-Jun,215.0,7/4/1965,4/7/1965,1965,39.0,Clemson,https://www.basketball-reference.com/players/g/grantho01.html,grantho01,1965.0,39,16
Bill Melchionni,Bill Melchionni,1967,1976,G,1-Jun,165.0,10/19/1944,19/10/1944,1944,32.0,Villanova,https://www.basketball-reference.com/players/m/melchbi01.html,melchbi01,1944.0,32,9
Jeff Green,Jeff Green,2008,2025,F,8-Jun,235.0,8/28/1986,28/8/1986,1986,39.0,Georgetown,https://www.basketball-reference.com/players/g/greenje02.html,greenje02,1986.0,39,17
Jerome Kersey,Jerome Kersey,1985,2001,F,7-Jun,215.0,6/26/1962,26/6/1962,1962,39.0,Longwood University,https://www.basketball-reference.com/players/k/kerseje01.html,kerseje01,1962.0,39,16
Jerry Stackhouse,Jerry Stackhouse,1996,2013,G-F,6-Jun,218.0,11/5/1974,5/11/1974,1974,39.0,UNC,https://www.basketball-reference.com/players/s/stackje01.html,stackje01,1974.0,39,17
Johnny Newman,Johnny Newman,1987,2002,F-G,7-Jun,190.0,11/28/1963,28/11/1963,1963,39.0,Richmond,https://www.basketball-reference.com/players/n/newmajo01.html,newmajo01,1963.0,39,15
Billy Cunningham*,Billy Cunningham,1966,1976,F-C,6-Jun,210.0,6/3/1943,3/6/1943,1943,33.0,UNC,https://www.basketball-reference.com/players/c/cunnibi01.html,cunnibi01,1943.0,33,10
Billy Kenville,Billy Kenville,1954,1960,G-F,2-Jun,187.0,12/1/1930,1/12/1930,1930,30.0,St. Bonaventure,https://www.basketball-reference.com/players/k/kenvibi01.html,kenvibi01,1930.0,30,6
Billy Knight,Billy Knight,1975,1985,G-F,6-Jun,195.0,6/9/1952,9/6/1952,1952,33.0,Pitt,https://www.basketball-reference.com/players/k/knighbi01.html,knighbi01,1952.0,33,10
